lon,lat,at_risk_kwh
-67.5,25.5,8886
-67.5,26.5,16094
-67.5,35.5,7094
-67.5,36.5,10846
-66.5,-56.5,158653
-66.5,-55.5,216647
-66.5,-52.5,9132
-66.5,-51.5,4881
-66.5,-50.5,1205
-66.5,19.5,4843
-66.5,27.5,347
-66.5,35.5,13014
-66.5,36.5,9927
-66.5,37.5,3811
-65.5,-55.5,63384
-65.5,-52.5,30153
-65.5,-50.5,4332
-65.5,-49.5,1578
-65.5,27.5,3273
-65.5,35.5,1609
-64.5,-52.5,16851
-64.5,-50.5,2622
-64.5,22.5,676
-64.5,36.5,9483
-63.5,-55.5,19378
-63.5,-52.5,593165
-63.5,-51.5,2272020
-63.5,-50.5,6935
-63.5,-48.5,1666
-63.5,22.5,17565
-63.5,36.5,33076
-63.5,37.5,24294
-62.5,-53.5,7445
-62.5,-52.5,557546
-62.5,-51.5,3647927
-62.5,-50.5,1115947
-62.5,-49.5,15851
-62.5,-48.5,100
-62.5,21.5,2627
-62.5,22.5,88911
-62.5,28.5,3749
-62.5,29.5,4210
-62.5,35.5,77981
-62.5,36.5,295538
-62.5,37.5,37480
-61.5,-53.5,32467
-61.5,-52.5,26263
-61.5,-51.5,130762
-61.5,-50.5,8610488
-61.5,-49.5,4918974
-61.5,-47.5,2962
-61.5,-46.5,3327
-61.5,10.5,31068
-61.5,21.5,3207
-61.5,22.5,74099
-61.5,26.5,18634
-61.5,27.5,13488
-61.5,28.5,48261
-61.5,29.5,42994
-61.5,30.5,1126
-61.5,34.5,84614
-61.5,35.5,151700
-61.5,36.5,76278
-61.5,60.5,4646
-61.5,70.5,470
-60.5,-54.5,5526
-60.5,-53.5,17750
-60.5,-52.5,155238
-60.5,-51.5,872
-60.5,-50.5,2752649
-60.5,-49.5,14772572
-60.5,-48.5,6149564
-60.5,-47.5,14049602
-60.5,-46.5,97025355
-60.5,-45.5,143424891
-60.5,-44.5,667822
-60.5,11.5,1589
-60.5,21.5,19624
-60.5,22.5,16755
-60.5,23.5,5748
-60.5,24.5,40683
-60.5,25.5,13636
-60.5,26.5,23539
-60.5,27.5,22266
-60.5,29.5,59437
-60.5,30.5,101762
-60.5,31.5,41676
-60.5,32.5,4704
-60.5,33.5,78438
-60.5,34.5,357587
-60.5,35.5,322453
-60.5,36.5,40485
-60.5,62.5,4646
-60.5,69.5,503093
-60.5,70.5,262967
-60.5,75.5,19433
-59.5,-54.5,3070
-59.5,-53.5,377790
-59.5,-52.5,1967247
-59.5,-51.5,12359
-59.5,-50.5,1360873
-59.5,-49.5,25604938
-59.5,-48.5,14399
-59.5,-47.5,29001
-59.5,-46.5,624521
-59.5,-45.5,3185646
-59.5,-44.5,1399383
-59.5,-43.5,21777
-59.5,20.5,1803
-59.5,21.5,8208
-59.5,22.5,16678
-59.5,23.5,13839
-59.5,24.5,33879
-59.5,25.5,2853
-59.5,26.5,41802
-59.5,29.5,10073
-59.5,30.5,1222
-59.5,31.5,21444
-59.5,32.5,63403
-59.5,33.5,87486
-59.5,34.5,192828
-59.5,35.5,328216
-59.5,68.5,8526
-59.5,69.5,250231
-58.5,-53.5,315
-58.5,-52.5,2469804
-58.5,-51.5,85393
-58.5,-50.5,11894021
-58.5,-49.5,1138680
-58.5,-45.5,207905
-58.5,-44.5,1215658
-58.5,-43.5,1530626
-58.5,-42.5,6343691
-58.5,10.5,1540
-58.5,20.5,26712
-58.5,21.5,134507
-58.5,22.5,30615
-58.5,24.5,31347
-58.5,26.5,119927
-58.5,28.5,10090
-58.5,29.5,5879
-58.5,30.5,4239
-58.5,31.5,5603
-58.5,32.5,7648
-58.5,33.5,74701
-58.5,34.5,98563
-58.5,35.5,177322
-58.5,36.5,6450
-58.5,69.5,75981
-57.5,-52.5,1499031
-57.5,-51.5,3321559
-57.5,-50.5,2491204
-57.5,-45.5,32896
-57.5,-44.5,340285
-57.5,-43.5,2282643
-57.5,-42.5,12024252
-57.5,-41.5,2355803
-57.5,10.5,9128
-57.5,16.5,1478
-57.5,17.5,20552
-57.5,18.5,15790
-57.5,19.5,62775
-57.5,20.5,83538
-57.5,21.5,77571
-57.5,22.5,35128
-57.5,23.5,21286
-57.5,24.5,53283
-57.5,25.5,3457
-57.5,26.5,47961
-57.5,27.5,100536
-57.5,28.5,5483
-57.5,29.5,11848
-57.5,30.5,3478
-57.5,31.5,22423
-57.5,32.5,9989
-57.5,33.5,17782
-57.5,34.5,226901
-57.5,35.5,308913
-57.5,36.5,3891
-57.5,42.5,3042
-57.5,62.5,26124
-57.5,63.5,1457137
-57.5,64.5,4292
-57.5,68.5,12019
-56.5,-54.5,41322
-56.5,-51.5,1433915
-56.5,-50.5,1451851
-56.5,-44.5,72401
-56.5,-43.5,1738272
-56.5,-42.5,8895852
-56.5,-41.5,148854
-56.5,-35.5,236076
-56.5,-34.5,72294
-56.5,9.5,2979
-56.5,10.5,235169
-56.5,11.5,110224
-56.5,14.5,231
-56.5,15.5,169796
-56.5,16.5,64229
-56.5,17.5,60228
-56.5,18.5,30680
-56.5,19.5,25492
-56.5,20.5,2787
-56.5,21.5,20298
-56.5,22.5,6002
-56.5,23.5,84386
-56.5,24.5,78700
-56.5,25.5,68157
-56.5,26.5,34872
-56.5,27.5,40616
-56.5,28.5,16365
-56.5,29.5,36692
-56.5,30.5,37142
-56.5,31.5,7853
-56.5,32.5,33121
-56.5,33.5,63361
-56.5,34.5,99554
-56.5,35.5,204644
-56.5,36.5,17467
-56.5,42.5,1186
-56.5,63.5,299907
-55.5,-44.5,35854
-55.5,-43.5,241045
-55.5,-42.5,865605
-55.5,-41.5,137321
-55.5,-35.5,217016
-55.5,-34.5,40164
-55.5,9.5,35193
-55.5,10.5,251809
-55.5,11.5,429011
-55.5,12.5,152943
-55.5,13.5,101407
-55.5,14.5,73105
-55.5,15.5,781118
-55.5,16.5,168686
-55.5,17.5,100582
-55.5,21.5,1631
-55.5,22.5,38052
-55.5,23.5,99251
-55.5,24.5,59102
-55.5,25.5,20246
-55.5,28.5,3668
-55.5,29.5,20712
-55.5,30.5,6751
-55.5,31.5,5696
-55.5,32.5,35021
-55.5,33.5,133224
-55.5,34.5,136006
-55.5,35.5,26975
-55.5,36.5,12930
-55.5,41.5,1271
-55.5,42.5,2297
-55.5,64.5,391171
-54.5,-43.5,11642
-54.5,-42.5,175753
-54.5,-41.5,1594
-54.5,-40.5,48839
-54.5,-36.5,25243
-54.5,-35.5,50888
-54.5,9.5,2033
-54.5,10.5,249606
-54.5,11.5,546055
-54.5,12.5,90051
-54.5,13.5,22371
-54.5,14.5,106499
-54.5,15.5,151883
-54.5,16.5,32198
-54.5,17.5,45932
-54.5,22.5,2581
-54.5,23.5,38842
-54.5,24.5,36613
-54.5,25.5,14499
-54.5,26.5,7449
-54.5,29.5,15529
-54.5,30.5,18464
-54.5,31.5,11416
-54.5,32.5,54042
-54.5,33.5,72810
-54.5,34.5,40260
-54.5,35.5,14057
-54.5,36.5,12187
-54.5,37.5,27706
-54.5,38.5,3510
-54.5,40.5,11608
-54.5,41.5,99663
-54.5,42.5,73516
-54.5,43.5,9541
-54.5,46.5,476
-54.5,64.5,468
-53.5,-44.5,23408
-53.5,-43.5,5129
-53.5,-41.5,18062
-53.5,-40.5,236074
-53.5,-39.5,24071
-53.5,-38.5,9036
-53.5,-37.5,528
-53.5,-36.5,2110
-53.5,-35.5,73
-53.5,9.5,2804
-53.5,10.5,129622
-53.5,11.5,227445
-53.5,12.5,26115
-53.5,13.5,240816
-53.5,14.5,350380
-53.5,15.5,258527
-53.5,16.5,39118
-53.5,18.5,7965
-53.5,19.5,2893
-53.5,24.5,8526
-53.5,25.5,47821
-53.5,26.5,33594
-53.5,28.5,4485
-53.5,29.5,1231
-53.5,30.5,2719
-53.5,31.5,15955
-53.5,32.5,33239
-53.5,33.5,29074
-53.5,34.5,8027
-53.5,35.5,34611
-53.5,36.5,30306
-53.5,37.5,11586
-53.5,38.5,11409
-53.5,40.5,428
-53.5,41.5,78788
-53.5,42.5,30798
-53.5,45.5,8913
-53.5,47.5,10602
-52.5,-45.5,926
-52.5,-44.5,92355
-52.5,-43.5,41030
-52.5,-42.5,16899
-52.5,-41.5,187819
-52.5,-40.5,626775
-52.5,-39.5,368417
-52.5,-38.5,215857
-52.5,-37.5,21806
-52.5,-36.5,8931
-52.5,-35.5,4307
-52.5,-33.5,18286
-52.5,10.5,10765
-52.5,11.5,26399
-52.5,12.5,1700
-52.5,13.5,52368
-52.5,14.5,71301
-52.5,15.5,81475
-52.5,16.5,133868
-52.5,17.5,10356
-52.5,18.5,77558
-52.5,19.5,69621
-52.5,21.5,1522
-52.5,24.5,18565
-52.5,25.5,7694
-52.5,26.5,23838
-52.5,27.5,100926
-52.5,28.5,16609
-52.5,31.5,60303
-52.5,32.5,32194
-52.5,33.5,43839
-52.5,34.5,19714
-52.5,35.5,41524
-52.5,36.5,12772
-52.5,37.5,3155
-52.5,38.5,43252
-52.5,41.5,84989
-52.5,42.5,184177
-52.5,43.5,31176
-52.5,44.5,2305
-52.5,45.5,1097
-52.5,46.5,5358
-52.5,47.5,38158
-51.5,-45.5,21630
-51.5,-44.5,45144
-51.5,-43.5,38384
-51.5,-42.5,13351
-51.5,-41.5,240867
-51.5,-40.5,1289108
-51.5,-39.5,996670
-51.5,-38.5,258246
-51.5,-37.5,45475
-51.5,-36.5,57977
-51.5,-35.5,820
-51.5,9.5,11801
-51.5,10.5,13335
-51.5,11.5,19094
-51.5,12.5,43784
-51.5,13.5,5203
-51.5,14.5,46483
-51.5,15.5,23370
-51.5,16.5,236730
-51.5,17.5,48881
-51.5,18.5,101393
-51.5,19.5,87254
-51.5,23.5,1051
-51.5,24.5,16252
-51.5,25.5,23538
-51.5,26.5,4749
-51.5,27.5,86904
-51.5,28.5,7136
-51.5,30.5,4193
-51.5,31.5,24111
-51.5,32.5,59414
-51.5,33.5,50464
-51.5,34.5,26709
-51.5,35.5,13653
-51.5,36.5,1526
-51.5,38.5,23364
-51.5,39.5,2562
-51.5,40.5,30050
-51.5,41.5,149978
-51.5,42.5,674580
-51.5,43.5,11812799
-51.5,44.5,19343
-51.5,45.5,2070
-50.5,-44.5,7767
-50.5,-43.5,33879
-50.5,-42.5,39721
-50.5,-41.5,86718
-50.5,-40.5,739370
-50.5,-39.5,682014
-50.5,-38.5,210191
-50.5,-37.5,41491
-50.5,-36.5,10807
-50.5,-35.5,670
-50.5,-32.5,12501
-50.5,9.5,8550
-50.5,10.5,23653
-50.5,11.5,84401
-50.5,12.5,200522
-50.5,13.5,111185
-50.5,15.5,27725
-50.5,16.5,147320
-50.5,17.5,79652
-50.5,18.5,61777
-50.5,19.5,13168
-50.5,20.5,47377
-50.5,22.5,4435
-50.5,23.5,16176
-50.5,24.5,20968
-50.5,25.5,26973
-50.5,27.5,38593
-50.5,28.5,12768
-50.5,30.5,29651
-50.5,31.5,120234
-50.5,32.5,113237
-50.5,34.5,5741
-50.5,35.5,5490
-50.5,39.5,8630
-50.5,41.5,90069
-50.5,42.5,1502343
-50.5,43.5,2614888
-50.5,44.5,7780
-50.5,45.5,814
-50.5,47.5,573
-49.5,-43.5,108
-49.5,-42.5,32382
-49.5,-41.5,33961
-49.5,-40.5,77672
-49.5,-39.5,505746
-49.5,-38.5,373902
-49.5,-37.5,114776
-49.5,-36.5,102798
-49.5,-35.5,30802
-49.5,-34.5,1417
-49.5,-32.5,4894
-49.5,9.5,2431
-49.5,10.5,10508
-49.5,11.5,104238
-49.5,12.5,124064
-49.5,13.5,25915
-49.5,14.5,29861
-49.5,15.5,83866
-49.5,16.5,70549
-49.5,17.5,33098
-49.5,19.5,31016
-49.5,20.5,45779
-49.5,21.5,10268
-49.5,22.5,27534
-49.5,23.5,63316
-49.5,24.5,24688
-49.5,27.5,30784
-49.5,29.5,1677
-49.5,30.5,72463
-49.5,31.5,200313
-49.5,32.5,71990
-49.5,33.5,17438
-49.5,34.5,5857
-49.5,35.5,14513
-49.5,37.5,14957
-49.5,38.5,49893
-49.5,39.5,33627
-49.5,40.5,27648
-49.5,41.5,8066
-49.5,42.5,2273505
-49.5,43.5,4930817
-49.5,44.5,1032250
-49.5,46.5,3390
-49.5,47.5,1095
-48.5,-42.5,2804
-48.5,-41.5,39981
-48.5,-40.5,49346
-48.5,-39.5,208719
-48.5,-38.5,185862
-48.5,-37.5,147890
-48.5,-36.5,316414
-48.5,-35.5,229152
-48.5,-34.5,52685
-48.5,-29.5,14024
-48.5,-28.5,13757
-48.5,10.5,71198
-48.5,11.5,43757
-48.5,12.5,37822
-48.5,13.5,61755
-48.5,14.5,538848
-48.5,15.5,204506
-48.5,16.5,112328
-48.5,17.5,3519
-48.5,18.5,27361
-48.5,19.5,65834
-48.5,20.5,18514
-48.5,21.5,135804
-48.5,22.5,131291
-48.5,23.5,286528
-48.5,24.5,157974
-48.5,25.5,53596
-48.5,26.5,2311
-48.5,27.5,13598
-48.5,28.5,32625
-48.5,29.5,23673
-48.5,30.5,51513
-48.5,31.5,111263
-48.5,32.5,15071
-48.5,33.5,7864
-48.5,34.5,21958
-48.5,35.5,12401
-48.5,37.5,3230
-48.5,38.5,49281
-48.5,39.5,65827
-48.5,40.5,56398
-48.5,41.5,20152
-48.5,42.5,27802
-48.5,43.5,136807
-48.5,44.5,753237
-48.5,45.5,1955153
-48.5,47.5,18576
-48.5,51.5,2474
-47.5,-42.5,3052
-47.5,-41.5,53983
-47.5,-40.5,76262
-47.5,-39.5,99691
-47.5,-38.5,64699
-47.5,-37.5,163156
-47.5,-36.5,242915
-47.5,-35.5,251585
-47.5,-34.5,187449
-47.5,-33.5,73655
-47.5,-32.5,7008
-47.5,-28.5,22407
-47.5,10.5,39490
-47.5,11.5,52817
-47.5,12.5,162852
-47.5,13.5,158131
-47.5,14.5,393269
-47.5,15.5,51659
-47.5,16.5,137683
-47.5,17.5,44237
-47.5,18.5,40499
-47.5,19.5,69882
-47.5,20.5,5827
-47.5,21.5,130505
-47.5,22.5,410355
-47.5,23.5,427197
-47.5,24.5,346343
-47.5,25.5,34030
-47.5,28.5,42287
-47.5,29.5,454
-47.5,30.5,5623
-47.5,31.5,30177
-47.5,32.5,105068
-47.5,33.5,39918
-47.5,34.5,14769
-47.5,35.5,6437
-47.5,37.5,686
-47.5,38.5,58266
-47.5,39.5,133166
-47.5,40.5,43750
-47.5,41.5,65488
-47.5,42.5,62551
-47.5,43.5,9169
-47.5,44.5,2667
-47.5,45.5,182550
-47.5,46.5,2173849
-47.5,47.5,1705475
-47.5,48.5,12702593
-47.5,49.5,859
-47.5,50.5,32303
-47.5,51.5,88569
-47.5,52.5,42114
-47.5,55.5,57141
-46.5,-41.5,53935
-46.5,-40.5,80519
-46.5,-39.5,57182
-46.5,-38.5,108149
-46.5,-37.5,109871
-46.5,-36.5,169934
-46.5,-35.5,251116
-46.5,-34.5,287033
-46.5,-33.5,136290
-46.5,-32.5,105386
-46.5,-31.5,108950
-46.5,-29.5,1957
-46.5,6.5,17780
-46.5,7.5,32975
-46.5,8.5,4648
-46.5,9.5,1102
-46.5,11.5,39105
-46.5,12.5,85811
-46.5,13.5,239925
-46.5,14.5,131926
-46.5,15.5,120887
-46.5,16.5,86068
-46.5,17.5,48327
-46.5,18.5,120929
-46.5,19.5,54640
-46.5,20.5,36049
-46.5,21.5,30633
-46.5,22.5,526706
-46.5,23.5,714171
-46.5,24.5,224972
-46.5,25.5,79441
-46.5,26.5,19764
-46.5,27.5,10853
-46.5,28.5,101185
-46.5,29.5,6931
-46.5,31.5,86429
-46.5,32.5,79431
-46.5,33.5,34414
-46.5,34.5,4672
-46.5,37.5,2467
-46.5,38.5,52516
-46.5,39.5,59889
-46.5,40.5,75856
-46.5,41.5,56216
-46.5,42.5,125905
-46.5,43.5,40167
-46.5,44.5,30780
-46.5,45.5,5826
-46.5,46.5,5033451
-46.5,47.5,3642431
-46.5,48.5,4850065
-46.5,50.5,185017
-46.5,51.5,114753
-46.5,52.5,11481
-46.5,55.5,1305625
-46.5,56.5,84606
-45.5,-41.5,405
-45.5,-40.5,17483
-45.5,-39.5,61744
-45.5,-38.5,109298
-45.5,-37.5,63082
-45.5,-36.5,123513
-45.5,-35.5,155943
-45.5,-34.5,127335
-45.5,-33.5,52744
-45.5,-32.5,134330
-45.5,-31.5,195785
-45.5,-30.5,82402
-45.5,-29.5,15517
-45.5,3.5,9815
-45.5,4.5,8786
-45.5,5.5,18816
-45.5,6.5,28385
-45.5,7.5,97373
-45.5,8.5,407870
-45.5,9.5,213509
-45.5,10.5,56960
-45.5,11.5,47021
-45.5,12.5,68753
-45.5,13.5,19450
-45.5,14.5,102967
-45.5,15.5,128017
-45.5,16.5,21758
-45.5,17.5,19106
-45.5,18.5,53641
-45.5,19.5,59238
-45.5,20.5,47095
-45.5,21.5,170487
-45.5,22.5,235425
-45.5,23.5,331479
-45.5,24.5,277080
-45.5,25.5,108682
-45.5,26.5,43114
-45.5,27.5,6314
-45.5,28.5,71441
-45.5,29.5,17338
-45.5,30.5,9569
-45.5,31.5,40706
-45.5,32.5,43450
-45.5,33.5,12886
-45.5,34.5,6904
-45.5,35.5,7461
-45.5,36.5,5129
-45.5,37.5,20123
-45.5,38.5,7582
-45.5,39.5,29055
-45.5,40.5,10741
-45.5,41.5,40847
-45.5,42.5,142168
-45.5,43.5,57929
-45.5,45.5,5375
-45.5,46.5,12129852
-45.5,47.5,3321948
-45.5,48.5,4498902
-45.5,49.5,10372
-45.5,50.5,106575
-45.5,51.5,30174
-45.5,55.5,101132
-45.5,56.5,404875
-45.5,69.5,19433
-44.5,-40.5,17225
-44.5,-39.5,38590
-44.5,-38.5,46866
-44.5,-37.5,41131
-44.5,-36.5,52314
-44.5,-35.5,40996
-44.5,-34.5,193951
-44.5,-33.5,74545
-44.5,-32.5,155302
-44.5,-31.5,150057
-44.5,-30.5,214855
-44.5,-29.5,253650
-44.5,-28.5,58845
-44.5,-27.5,6607
-44.5,3.5,3482
-44.5,4.5,122612
-44.5,5.5,97595
-44.5,6.5,3196
-44.5,7.5,27972
-44.5,8.5,265230
-44.5,9.5,179109
-44.5,10.5,309024
-44.5,11.5,269402
-44.5,12.5,23184
-44.5,13.5,65272
-44.5,14.5,16427
-44.5,16.5,14370
-44.5,17.5,35044
-44.5,18.5,8669
-44.5,19.5,25807
-44.5,20.5,13114
-44.5,21.5,59159
-44.5,22.5,182184
-44.5,23.5,226692
-44.5,24.5,209841
-44.5,25.5,115731
-44.5,26.5,40953
-44.5,27.5,2542
-44.5,28.5,32282
-44.5,31.5,3341
-44.5,32.5,25537
-44.5,33.5,17317
-44.5,34.5,3732
-44.5,35.5,1740
-44.5,36.5,14319
-44.5,37.5,27756
-44.5,38.5,9070
-44.5,39.5,44962
-44.5,40.5,70393
-44.5,41.5,42282
-44.5,42.5,71191
-44.5,43.5,25429
-44.5,44.5,21806
-44.5,45.5,1844
-44.5,46.5,3166723
-44.5,47.5,3688401
-44.5,48.5,376231
-44.5,50.5,21488
-44.5,51.5,34277
-44.5,53.5,13512
-44.5,55.5,44865
-44.5,56.5,505715
-43.5,-40.5,375
-43.5,-39.5,126195
-43.5,-38.5,117518
-43.5,-37.5,51398
-43.5,-36.5,64988
-43.5,-35.5,151183
-43.5,-34.5,300645
-43.5,-33.5,110912
-43.5,-32.5,102459
-43.5,-31.5,118687
-43.5,-30.5,108191
-43.5,-29.5,204522
-43.5,-28.5,449294
-43.5,-27.5,251297
-43.5,-26.5,11246
-43.5,-23.5,1838
-43.5,4.5,472733
-43.5,5.5,545621
-43.5,6.5,71765
-43.5,7.5,76284
-43.5,8.5,226292
-43.5,9.5,559744
-43.5,10.5,533446
-43.5,11.5,264232
-43.5,12.5,38321
-43.5,13.5,36281
-43.5,14.5,36860
-43.5,15.5,3133
-43.5,17.5,63749
-43.5,19.5,22799
-43.5,20.5,53538
-43.5,21.5,47441
-43.5,22.5,63484
-43.5,23.5,20464
-43.5,24.5,185119
-43.5,25.5,156057
-43.5,26.5,84847
-43.5,27.5,75111
-43.5,28.5,46147
-43.5,33.5,42771
-43.5,34.5,51950
-43.5,35.5,5349
-43.5,36.5,21204
-43.5,37.5,19614
-43.5,38.5,9223
-43.5,39.5,83177
-43.5,40.5,35156
-43.5,41.5,22482
-43.5,42.5,13765
-43.5,44.5,37177
-43.5,45.5,7218
-43.5,46.5,52414
-43.5,47.5,411654
-43.5,48.5,2250
-43.5,49.5,26190
-43.5,50.5,25688
-43.5,55.5,79074
-43.5,56.5,693145
-42.5,-43.5,4876
-42.5,-40.5,11685
-42.5,-39.5,48116
-42.5,-38.5,95939
-42.5,-37.5,63658
-42.5,-36.5,94637
-42.5,-35.5,108533
-42.5,-34.5,39641
-42.5,-33.5,57697
-42.5,-32.5,95023
-42.5,-31.5,42697
-42.5,-30.5,68835
-42.5,-29.5,123634
-42.5,-28.5,307249
-42.5,-27.5,112913
-42.5,-26.5,78041
-42.5,2.5,425
-42.5,3.5,15657
-42.5,4.5,363124
-42.5,5.5,260339
-42.5,6.5,107511
-42.5,7.5,106723
-42.5,8.5,146236
-42.5,9.5,350459
-42.5,10.5,695124
-42.5,11.5,486515
-42.5,12.5,250078
-42.5,17.5,11311
-42.5,20.5,5279
-42.5,21.5,83420
