date,open_share_paid,ratio_g,ratio_w,front_open,front_closed,frontier_gap,mean_q_closed,mean_q_open,n_models_closed,n_models_open,n_scored_closed,n_scored_open,unweighted_gap,cover_open,cover_closed,y,trend,log_ratio_g,frontier_rel,unweighted_rel,frontier_rel_lag1,frontier_rel_lag2,frontier_rel_lag4
2026-06-22,0.6709707967507273,5.707194269989805,14.412931890690778,33.7,41.8,8.099999999999994,24.123809523809523,22.43,25,24,21,20,1.6938095238095237,0.8333333333333334,0.84,0.7125791035418299,1.4807692307692308,1.7417275316252459,0.2153985021723944,0.0727999513120348,0.3184537311185346,0.3184537311185346,0.29178548403637333
2026-06-29,0.6703007810382151,6.315640847146154,14.548078309455176,33.7,41.8,8.099999999999994,24.763636363636362,22.810526315789474,27,24,22,19,1.953110047846888,0.7916666666666666,0.8148148148148148,0.7095457574313467,1.5,1.8430292308035188,0.2153985021723944,0.08215419154116849,0.2153985021723944,0.3184537311185346,0.3184537311185346
2026-07-06,0.6750551175574805,7.253377272950544,13.52390079504088,33.7,41.8,8.099999999999994,27.755000000000003,22.710526315789473,26,22,20,19,5.04447368421053,0.8636363636363636,0.7692307692307693,0.7311387677168507,1.5192307692307692,1.9814671911529211,0.2153985021723944,0.20058747278508254,0.2153985021723944,0.2153985021723944,0.3184537311185346
2026-07-13,0.6779486087699272,4.975958986179698,12.80377118424238,33.7,47.0,13.299999999999997,27.85217391304348,24.427777777777777,29,21,23,18,3.4243961352657024,0.8571428571428571,0.7931034482758621,0.7443603538900555,1.5384615384615385,1.6046181130756791,0.33264976435174254,0.1311901029553084,0.2153985021723944,0.2153985021723944,0.3184537311185346
2026-07-20,0.7426721485084501,5.971563163511031,9.08692207656643,43.6,47.0,3.3999999999999986,29.576,24.383333333333333,33,21,25,18,5.192666666666668,0.8571428571428571,0.7575757575757576,1.0599037350110758,1.5576923076923077,1.7870087295653427,0.07509045135506982,0.1930633828363072,0.33264976435174254,0.2153985021723944,0.2153985021723944
2026-07-27,0.7257204758436754,4.86819905130691,6.447115192928927,43.6,50.8,7.199999999999996,30.29090909090909,24.905263157894737,31,20,22,19,5.385645933014352,0.95,0.7096774193548387,0.9730171736549063,1.5769230769230769,1.582724064040121,0.1528392042294475,0.1957684845565258,0.07509045135506982,0.33264976435174254,0.2153985021723944
2026-08-03,0.6974375763796955,4.77688774081597,6.731013869213549,43.6,50.8,7.199999999999996,30.29090909090909,24.905263157894737,31,22,22,19,5.385645933014352,0.8636363636363636,0.7096774193548387,0.8351253982034892,1.5961538461538463,1.563789234197841,0.1528392042294475,0.1957684845565258,0.1528392042294475,0.07509045135506982,0.2153985021723944
2026-08-10,0.6739666365898097,5.620284347446106,7.40884253099428,43.6,50.8,7.199999999999996,30.87391304347826,25.433333333333334,32,21,23,18,5.440579710144927,0.8571428571428571,0.71875,0.7261808911993224,1.6153846153846154,1.7263822582566637,0.1528392042294475,0.19385093963659655,0.1528392042294475,0.1528392042294475,0.33264976435174254
2026-08-17,0.7064739835608211,4.383239578608908,6.386847596355353,43.6,50.8,7.199999999999996,30.87391304347826,26.45263157894737,32,22,23,19,4.421281464530892,0.8636363636363636,0.71875,0.8783200996645552,1.6346153846153846,1.4777880808164026,0.1528392042294475,0.15455594331584685,0.1528392042294475,0.1528392042294475,0.07509045135506982
2026-08-24,0.6984775223749744,4.403341347582184,4.102221910644937,44.8,50.8,6.0,30.357142857142858,27.22,28,25,21,20,3.137142857142859,0.8,0.75,0.8400584322877057,1.6538461538461537,1.482363649905842,0.1256882151634967,0.10907984208583818,0.1528392042294475,0.1528392042294475,0.1528392042294475
2026-08-31,0.6866481309370047,4.858315856063982,3.1286780804829704,44.8,50.8,6.0,31.310526315789474,27.45263157894737,28,24,19,19,3.8578947368421055,0.7916666666666666,0.6785714285714286,0.7844952375398315,1.6730769230769231,1.5806918461823494,0.1256882151634967,0.1314923135814169,0.1256882151634967,0.1528392042294475,0.1528392042294475
2026-09-07,0.667139315589212,5.263291760756176,3.2806763119998794,44.8,50.8,6.0,31.115,28.110526315789475,28,24,20,19,3.0044736842105237,0.7916666666666666,0.7142857142857143,0.6952748557463184,1.6923076923076923,1.660756641041872,0.1256882151634967,0.10154590984189693,0.1256882151634967,0.1256882151634967,0.1528392042294475
2026-09-14,0.7352403618996073,4.695678823102243,5.8435554765383175,44.8,50.8,6.0,32.0,29.68235294117647,26,21,17,17,2.3176470588235283,0.8095238095238095,0.6538461538461539,1.0213750803921875,1.7115384615384615,1.5466426864692582,0.1256882151634967,0.0751832106489852,0.1256882151634967,0.1256882151634967,0.1528392042294475
2026-09-21,0.7745977793940385,3.854196476169099,5.9238732508643634,44.8,50.8,6.0,33.84,29.9125,21,19,15,16,3.927500000000002,0.8421052631578947,0.7142857142857143,1.2344574468963168,1.7307692307692308,1.3491625484979117,0.1256882151634967,0.12336708150353086,0.1256882151634967,0.1256882151634967,0.1256882151634967
