date,open_share_paid,ratio_g,ratio_w,front_open,front_closed,frontier_gap,mean_q_closed,mean_q_open,n_models_closed,n_models_open,n_scored_closed,n_scored_open,unweighted_gap,cover_open,cover_closed,y,trend,log_ratio_g,frontier_rel,unweighted_rel,frontier_rel_lag1,frontier_rel_lag2,frontier_rel_lag4,open_event,closed_event,no_event,d4,d8
2026-02-02,0.4017225845399924,6.945545092536613,4.896577349050088,23.5,30.4,6.899999999999999,,,28,29,25,17,,0.5862068965517241,0.8928571428571429,-0.3982927896417058,1.0961538461538465,1.9381004601726688,0.25744218726206264,,0.3143503195339422,0.3143503195339422,0.3143503195339422,1,0,0,0.10439559544038718,-0.3563261132586405
2026-02-09,0.5056254601022091,6.290597264226707,5.037018308033894,23.5,32.5,9.0,17.620833333333334,15.394117647058822,27,24,24,17,2.226715686274511,0.7083333333333334,0.8888888888888888,0.022502789932649443,1.1153846153846154,1.8390560207714937,0.3242396681855786,0.1350964486506133,0.2574421872620626,0.3143503195339422,0.3143503195339422,0,1,0,-0.3840380339633601,-0.46341549798680887
2026-02-16,0.5236076270510316,6.039896605344575,5.723854195127378,27.9,32.5,4.600000000000001,18.6,15.788235294117646,28,26,25,17,2.8117647058823554,0.6538461538461539,0.8928571428571429,0.0945007728999485,1.1346153846153846,1.7983868934797689,0.15261340050837185,0.163896519677845,0.3242396681855786,0.2574421872620626,0.3143503195339422,1,0,0,-0.7997635499053793,-0.6493244132880589
2026-02-23,0.4505426026387328,7.012514325332754,6.746286320697689,27.9,32.5,4.600000000000001,19.134615384615383,16.03125,31,25,26,16,3.1033653846153832,0.64,0.8387096774193549,-0.198478600980535,1.1538461538461535,1.9476963136749283,0.15261340050837185,0.1769590762061223,0.1526134005083718,0.3242396681855786,0.3143503195339422,0,0,1,-0.6508149865041444,-0.10375526111754718
2026-03-02,0.4270500382380758,5.513509859614739,6.6731398153945785,27.9,32.5,4.600000000000001,19.807692307692307,16.77857142857143,32,22,26,14,3.029120879120878,0.6363636363636364,0.8125,-0.2938971942013186,1.1730769230769231,1.707201418482838,0.15261340050837185,0.1659678005926455,0.1526134005083718,0.1526134005083718,0.2574421872620626,0,0,1,-0.4607217086990277,0.18289815694529227
2026-03-09,0.4105879775223631,6.420390552846807,7.112780118391534,27.9,39.0,11.1,19.807692307692307,16.9,33,25,26,15,2.907692307692308,0.6,0.7878787878787878,-0.3615352440307107,1.1923076923076923,1.859478949628332,0.33493495730232653,0.1587567407132263,0.1526134005083718,0.1526134005083718,0.3242396681855786,0,1,0,-0.07937746402344875,0.3678729390960163
2026-03-16,0.3306464369931536,5.241565140277754,6.929709872482059,27.9,39.0,11.1,20.217857142857145,17.68125,32,22,28,16,2.5366071428571466,0.7272727272727273,0.875,-0.7052627770054308,1.2115384615384617,1.656620144626408,0.33493495730232653,0.1340614747996702,0.3349349573023265,0.1526134005083718,0.1526134005083718,0,0,1,0.15043913661732045,0.9399438562256719
2026-03-23,0.2995810646646993,5.819006744610297,5.9561228575558625,27.9,39.0,11.1,20.351724137931036,17.392857142857142,34,20,29,14,2.958866995073894,0.7,0.8529411764705882,-0.8492935874846794,1.2307692307692308,1.7611295847407622,0.33493495730232653,0.1571060196149793,0.3349349573023265,0.3349349573023265,0.1526134005083718,0,0,1,0.5470597253865972,1.061062264092997
2026-03-30,0.3198156990388652,5.590241216309343,6.29841150658434,27.9,39.0,11.1,20.625,17.392857142857142,35,21,28,14,3.2321428571428577,0.6666666666666666,0.8,-0.7546189029003463,1.25,1.7210224376330332,0.33493495730232653,0.1704443193133588,0.3349349573023265,0.3349349573023265,0.1526134005083718,0,0,1,0.6436198656443199,1.0273679375138138
2026-04-06,0.3915235106964646,5.031363363371246,6.957522426386632,27.9,39.0,11.1,20.692857142857143,18.7,33,22,28,15,1.992857142857144,0.6818181818181818,0.8484848484848485,-0.44091270805415944,1.2692307692307692,1.6156909937810835,0.33493495730232653,0.1012650512995052,0.3349349573023265,0.3349349573023265,0.3349349573023265,0,0,1,0.44725040311946507,0.6559104274172545
